Source File Description,Business Name,Record Number,table_name,file_title,Source Field PIC,Source Field Length,SourceField Pos,Source Field Start Pos,Source Field End Pos,On-Line Source Screen,Online Source Field,Format,Version,Change Notes,Source File_Update Date,Notes,Data Dictionary_Update Date,Clearing
Rep Code Profile Manager (RPM) Transmission,BRANCH 191,Record T2,,,PIC X(03),3,586-588,586,588,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 192,Record T2,,,PIC X(03),3,589-591,589,591,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 193,Record T2,,,PIC X(03),3,592-594,592,594,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 194,Record T2,,,PIC X(03),3,595-597,595,597,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 195,Record T2,,,PIC X(03),3,598-600,598,600,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 196,Record T2,,,PIC X(03),3,601-603,601,603,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 197,Record T2,,,PIC X(03),3,604-606,604,606,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 198,Record T2,,,PIC X(03),3,607-609,607,609,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 199,Record T2,,,PIC X(03),3,610-612,610,612,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 200,Record T2,,,PIC X(03),3,613-615,613,615,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 201,Record T2,,,PIC X(03),3,616-618,616,618,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 202,Record T2,,,PIC X(03),3,619-621,619,621,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 203,Record T2,,,PIC X(03),3,622-624,622,624,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 204,Record T2,,,PIC X(03),3,625-627,625,627,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 205,Record T2,,,PIC X(03),3,628-630,628,630,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 206,Record T2,,,PIC X(03),3,631-633,631,633,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 207,Record T2,,,PIC X(03),3,634-636,634,636,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 208,Record T2,,,PIC X(03),3,637-639,637,639,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 209,Record T2,,,PIC X(03),3,640-642,640,642,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 210,Record T2,,,PIC X(03),3,643-645,643,645,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 211,Record T2,,,PIC X(03),3,646-648,646,648,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 212,Record T2,,,PIC X(03),3,649-651,649,651,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 213,Record T2,,,PIC X(03),3,652-654,652,654,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 214,Record T2,,,PIC X(03),3,655-657,655,657,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 215,Record T2,,,PIC X(03),3,658-660,658,660,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 216,Record T2,,,PIC X(03),3,661-663,661,663,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 217,Record T2,,,PIC X(03),3,664-666,664,666,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 218,Record T2,,,PIC X(03),3,667-669,667,669,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 219,Record T2,,,PIC X(03),3,670-672,670,672,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 220,Record T2,,,PIC X(03),3,673-675,673,675,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 221,Record T2,,,PIC X(03),3,676-678,676,678,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 222,Record T2,,,PIC X(03),3,679-681,679,681,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 223,Record T2,,,PIC X(03),3,682-684,682,684,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 224,Record T2,,,PIC X(03),3,685-687,685,687,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 225,Record T2,,,PIC X(03),3,688-690,688,690,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 226,Record T2,,,PIC X(03),3,691-693,691,693,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 227,Record T2,,,PIC X(03),3,694-696,694,696,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 228,Record T2,,,PIC X(03),3,697-699,697,699,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 229,Record T2,,,PIC X(03),3,700-702,700,702,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 230,Record T2,,,PIC X(03),3,703-705,703,705,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 231,Record T2,,,PIC X(03),3,706-708,706,708,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 232,Record T2,,,PIC X(03),3,709-711,709,711,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 233,Record T2,,,PIC X(03),3,712-714,712,714,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 234,Record T2,,,PIC X(03),3,715-717,715,717,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 235,Record T2,,,PIC X(03),3,718-720,718,720,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 236,Record T2,,,PIC X(03),3,721-723,721,723,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 237,Record T2,,,PIC X(03),3,724-726,724,726,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 238,Record T2,,,PIC X(03),3,727-729,727,729,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 239,Record T2,,,PIC X(03),3,730-732,730,732,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 240,Record T2,,,PIC X(03),3,733-735,733,735,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 241,Record T2,,,PIC X(03),3,736-738,736,738,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 242,Record T2,,,PIC X(03),3,739-741,739,741,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 243,Record T2,,,PIC X(03),3,742-744,742,744,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 244,Record T2,,,PIC X(03),3,745-747,745,747,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 245,Record T2,,,PIC X(03),3,748-750,748,750,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 246,Record T2,,,PIC X(03),3,751-753,751,753,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 247,Record T2,,,PIC X(03),3,754-756,754,756,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 248,Record T2,,,PIC X(03),3,757-759,757,759,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 249,Record T2,,,PIC X(03),3,760-762,760,762,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 250,Record T2,,,PIC X(03),3,763-765,763,765,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 251,Record T2,,,PIC X(03),3,766-768,766,768,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 252,Record T2,,,PIC X(03),3,769-771,769,771,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 253,Record T2,,,PIC X(03),3,772-774,772,774,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 254,Record T2,,,PIC X(03),3,775-777,775,777,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 255,Record T2,,,PIC X(03),3,778-780,778,780,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 256,Record T2,,,PIC X(03),3,781-783,781,783,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 257,Record T2,,,PIC X(03),3,784-786,784,786,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 258,Record T2,,,PIC X(03),3,787-789,787,789,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 259,Record T2,,,PIC X(03),3,790-792,790,792,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 260,Record T2,,,PIC X(03),3,793-795,793,795,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 261,Record T2,,,PIC X(03),3,796-798,796,798,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 262,Record T2,,,PIC X(03),3,799-801,799,801,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 263,Record T2,,,PIC X(03),3,802-804,802,804,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 264,Record T2,,,PIC X(03),3,805-807,805,807,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 265,Record T2,,,PIC X(03),3,808-810,808,810,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 266,Record T2,,,PIC X(03),3,811-813,811,813,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 267,Record T2,,,PIC X(03),3,814-816,814,816,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 268,Record T2,,,PIC X(03),3,817-819,817,819,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 269,Record T2,,,PIC X(03),3,820-822,820,822,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 270,Record T2,,,PIC X(03),3,823-825,823,825,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 271,Record T2,,,PIC X(03),3,826-828,826,828,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 272,Record T2,,,PIC X(03),3,829-831,829,831,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 273,Record T2,,,PIC X(03),3,832-834,832,834,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 274,Record T2,,,PIC X(03),3,835-837,835,837,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 275,Record T2,,,PIC X(03),3,838-840,838,840,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 276,Record T2,,,PIC X(03),3,841-843,841,843,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 277,Record T2,,,PIC X(03),3,844-846,844,846,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 278,Record T2,,,PIC X(03),3,847-849,847,849,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 279,Record T2,,,PIC X(03),3,850-852,850,852,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 280,Record T2,,,PIC X(03),3,853-855,853,855,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 281,Record T2,,,PIC X(03),3,856-858,856,858,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 282,Record T2,,,PIC X(03),3,859-861,859,861,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 283,Record T2,,,PIC X(03),3,862-864,862,864,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 284,Record T2,,,PIC X(03),3,865-867,865,867,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 285,Record T2,,,PIC X(03),3,868-870,868,870,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 286,Record T2,,,PIC X(03),3,871-873,871,873,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 287,Record T2,,,PIC X(03),3,874-876,874,876,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 288,Record T2,,,PIC X(03),3,877-879,877,879,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 289,Record T2,,,PIC X(03),3,880-882,880,882,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 290,Record T2,,,PIC X(03),3,883-885,883,885,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 291,Record T2,,,PIC X(03),3,886-888,886,888,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 292,Record T2,,,PIC X(03),3,889-891,889,891,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 293,Record T2,,,PIC X(03),3,892-894,892,894,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 294,Record T2,,,PIC X(03),3,895-897,895,897,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 295,Record T2,,,PIC X(03),3,898-900,898,900,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 296,Record T2,,,PIC X(03),3,901-903,901,903,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 297,Record T2,,,PIC X(03),3,904-906,904,906,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 298,Record T2,,,PIC X(03),3,907-909,907,909,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 299,Record T2,,,PIC X(03),3,910-912,910,912,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 300,Record T2,,,PIC X(03),3,913-915,913,915,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,FILLER,Record T2,,,PIC X(02),85,916-1000,916,1000,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,RECORD TYPE,Record Y1,,,PIC X(01),1,1-Jan,1,1,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,SUPER BRANCH,Record Y1,,,PIC X(03),3,4-Feb,2,4,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ENTITY REP CODE,Record Y1,,,PIC X(897),9,13-May,5,13,Code Details,Code,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,RECORD NUMBER,Record Y1,,,PIC X(85),2,14-15,14,15,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,TITLE/LABEL,Record Y1,,,PIC X(03),30,16-45,16,45,Name Details,Title/Label,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ENTITY NAME,Record Y1,,,PIC X(09),80,46-125,46,125,Name Displays,Entity Name,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BBIF SHORT NAME,Record Y1,,,PIC X(02),20,126-145,126,145,Name Displays,BBIF Short Name,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BREP RR NAME,Record Y1,,,PIC X(30),32,146-177,146,177,Name Displays,BREP RR Name,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,SHORT DISPLAY NAME,Record Y1,,,PIC X(80),32,178-209,178,209,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,LONG DISPLAY NAME,Record Y1,,,PIC X(20),180,210-389,210,389,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ENTITY ADDRESS LINE 1,Record Y1,,,PIC X(32),50,390-439,390,439,Contact Details,Address,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
